country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_EnergyStarFridge,own_None,reason_Lowerbills,reason_Environment,reason_Govtrebate,reason_Brandimage,reason_Smartfeatures,reason_Durability,barrier_Highprice,barrier_Fewmodels,barrier_Lowtrust,barrier_Installhassle,barrier_After‑salesdoubts,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_RecyclableMaterials,pref_FastService,pref_SolarCompatible,src_OnlineReviews,src_InStoreDemo,src_SocialMedia,src_FriendsFamily,src_GovtPortals,src_InfluencerBlogs,age_group,income_group,bill_group
UAE,Metro,18,Male,Diploma,39947.0,3,187.09,1-2yr,3,1,1,1,1,4092.0,3,CreditEMI,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,18-25,30-50k,120+
India,Metro,42,Female,Secondary,12659.0,2,58.73,6-12mo,4,4,4,1,2,1820.0,4,StoreFinance,6,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,36-45,<15k,40-80
Singapore,Metro,30,Female,Diploma,22032.0,5,107.33,<6mo,3,3,3,0,0,2669.0,3,Cash,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,26-35,15-30k,80-120
UAE,Metro,30,Male,Bachelor,54256.0,3,274.44,6-12mo,4,3,3,0,1,5342.0,5,Cash,4,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,26-35,50-80k,120+
India,Tier2,38,Female,Diploma,3538.0,8,41.33,>2yr,3,3,3,0,1,686.0,3,StoreFinance,4,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,36-45,<15k,40-80
Singapore,Metro,27,Female,Bachelor,19830.0,3,115.08,1-2yr,4,3,5,1,1,2355.0,4,Cash,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26-35,15-30k,80-120
India,Metro,23,Female,Bachelor,24047.0,2,124.98,>2yr,4,3,5,1,1,2856.0,3,Cash,5,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,18-25,15-30k,120+
India,Metro,36,Female,Secondary,14004.0,6,92.04,6-12mo,2,3,4,1,0,1905.0,1,StoreFinance,8,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,36-45,<15k,80-120
India,Metro,35,Female,Secondary,27315.0,2,150.33,>2yr,3,3,4,1,0,2929.0,4,StoreFinance,6,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,26-35,15-30k,120+
UAE,Metro,41,Male,Postgrad,27894.0,3,147.82,1-2yr,3,3,3,1,0,3105.0,5,StoreFinance,7,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,36-45,15-30k,120+
UAE,Metro,29,Male,Postgrad,41117.0,4,204.11,6-12mo,4,4,4,0,1,4246.0,5,CreditEMI,5,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,26-35,30-50k,120+
UAE,Metro,36,Female,Secondary,80116.0,7,413.82,1-2yr,4,3,1,0,2,7789.0,4,Cash,5,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,36-45,80k+,120+
UAE,Metro,28,Female,Secondary,38752.0,1,177.6,6-12mo,3,3,4,1,0,4132.0,3,CreditEMI,7,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,26-35,30-50k,120+
UAE,Metro,39,Female,Bachelor,15260.0,7,98.94,<6mo,3,3,2,1,1,2057.0,4,Cash,3,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,36-45,15-30k,80-120
UAE,Metro,39,Male,Diploma,64443.0,5,324.5,>2yr,3,3,3,1,0,6388.0,3,StoreFinance,4,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,36-45,50-80k,120+
UAE,Metro,47,Female,Bachelor,93089.0,1,463.96,6-12mo,4,2,3,1,2,9097.0,5,BNPL,8,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,46-55,80k+,120+
India,Rural,39,Female,Bachelor,13207.0,3,82.62,1-2yr,5,2,2,0,2,1794.0,5,Cash,5,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,36-45,<15k,80-120
Singapore,Metro,33,Female,Bachelor,43001.0,4,215.37,>2yr,4,5,2,0,2,4633.0,3,Cash,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,26-35,30-50k,120+
India,Metro,47,Male,Diploma,4637.0,6,67.25,1-2yr,1,4,3,1,0,914.0,2,BNPL,5,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,46-55,<15k,40-80
Singapore,Metro,30,Female,Postgrad,69813.0,2,347.29,<6mo,2,4,5,1,0,6956.0,2,BNPL,7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,26-35,50-80k,120+
India,Metro,34,Female,Secondary,5115.0,5,69.17,>2yr,3,4,2,1,2,1068.0,3,CreditEMI,4,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,26-35,<15k,40-80
India,Metro,28,Male,Diploma,3501.0,7,30.01,1-2yr,4,2,2,1,0,926.0,5,StoreFinance,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,26-35,<15k,<40
India,Tier2,37,Male,Diploma,15106.0,4,101.33,>2yr,4,4,5,1,1,2129.0,5,CreditEMI,3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36-45,15-30k,80-120
India,Rural,19,Female,Bachelor,18675.0,4,87.52,6-12mo,2,5,4,1,0,2501.0,3,CreditEMI,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,18-25,15-30k,80-120
Singapore,Metro,26,Female,Postgrad,22593.0,5,151.23,>2yr,3,4,2,0,0,2573.0,1,Cash,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,26-35,15-30k,120+
India,Tier2,31,Female,Diploma,12700.0,3,60.22,1-2yr,2,3,3,0,0,1621.0,2,StoreFinance,5,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,26-35,<15k,40-80
India,Metro,42,Female,Bachelor,4733.0,3,40.8,6-12mo,4,3,4,0,1,1113.0,3,Cash,5,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,36-45,<15k,40-80
India,Metro,40,Female,Secondary,26031.0,5,146.71,1-2yr,3,3,4,1,0,2849.0,2,CreditEMI,9,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,36-45,15-30k,120+
India,Metro,27,Male,Postgrad,6524.0,3,49.9,<6mo,4,1,3,1,1,1152.0,5,StoreFinance,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,26-35,<15k,40-80
India,Tier2,32,Female,Bachelor,35002.0,3,161.97,<6mo,2,3,2,0,0,3804.0,4,StoreFinance,7,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,26-35,30-50k,120+
India,Rural,31,Female,Secondary,3748.0,4,46.1,<6mo,4,3,3,1,0,871.0,3,Cash,4,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,26-35,<15k,40-80
India,Tier2,40,Male,Secondary,10233.0,4,60.36,1-2yr,3,2,1,1,1,1493.0,3,CreditEMI,6,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,36-45,<15k,40-80
India,Metro,34,Female,Bachelor,11854.0,4,58.45,1-2yr,4,3,4,0,0,1518.0,2,CreditEMI,5,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26-35,<15k,40-80
India,Metro,29,Male,Bachelor,9975.0,2,51.36,1-2yr,4,2,2,0,0,1468.0,3,CreditEMI,7,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,26-35,<15k,40-80
Singapore,Metro,31,Male,Postgrad,64276.0,2,295.46,>2yr,3,2,2,1,2,6244.0,2,CreditEMI,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,26-35,50-80k,120+
India,Metro,65,Male,Diploma,19963.193297817837,4,95.81,>2yr,3,3,3,1,1,2349.0,3,CreditEMI,6,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,56+,15-30k,80-120
India,Tier2,28,Male,Bachelor,13317.0,2,70.16,6-12mo,3,2,2,1,1,1861.0,1,CreditEMI,8,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,26-35,<15k,40-80
India,Tier2,39,Female,Diploma,13147.0,4,81.75,1-2yr,4,3,2,1,2,1894.0,3,BNPL,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,36-45,<15k,80-120
Singapore,Tier2,30,Male,Bachelor,42095.0,4,202.17,>2yr,4,3,3,0,2,4504.0,4,CreditEMI,4,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,26-35,30-50k,120+
UAE,Metro,45,Male,Postgrad,31804.0,6,186.63,1-2yr,4,3,2,1,1,3691.0,5,CreditEMI,4,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36-45,30-50k,120+
India,Tier2,39,Male,Diploma,8763.0,7,63.95,6-12mo,4,2,3,0,1,1587.0,4,StoreFinance,5,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,36-45,<15k,40-80
UAE,Metro,32,Female,Diploma,36676.0,6,188.71,<6mo,3,3,5,1,0,3835.0,3,Cash,5,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,26-35,30-50k,120+
UAE,Metro,46,Male,Diploma,41730.0,4,218.26,6-12mo,1,3,2,1,0,4139.0,1,CreditEMI,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,46-55,30-50k,120+
UAE,Metro,28,Male,Secondary,26133.0,2,128.12,<6mo,4,3,1,1,1,3308.0,4,Cash,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,26-35,15-30k,120+
Singapore,Metro,32,Female,Bachelor,53529.0,3,265.53,<6mo,4,2,5,1,1,5604.0,2,BNPL,7,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,26-35,50-80k,120+
UAE,Metro,54,Female,Postgrad,10042.0,3,37.59,>2yr,3,2,4,1,0,1414.0,3,Cash,3,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,46-55,<15k,<40
UAE,Metro,25,Male,Bachelor,153132.0,5,732.4,1-2yr,2,2,2,1,1,14360.0,1,BNPL,3,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,18-25,80k+,120+
India,Metro,41,Male,Bachelor,13228.0,6,101.73,1-2yr,4,4,3,0,1,1871.0,4,Cash,5,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,36-45,<15k,80-120
India,Metro,24,Male,Diploma,7372.0,4,53.12,6-12mo,3,3,4,1,0,1415.0,3,CreditEMI,5,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18-25,<15k,40-80
UAE,Metro,43,Female,Secondary,54814.0,2,266.37,1-2yr,4,2,3,0,2,5579.0,4,CreditEMI,7,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36-45,50-80k,120+
India,Tier2,38,Male,Bachelor,6807.0,2,63.38,>2yr,2,3,4,0,0,1308.0,2,StoreFinance,5,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,36-45,<15k,40-80
India,Metro,29,Female,Secondary,19654.0,6,105.61,6-12mo,5,3,4,1,2,2645.0,5,Cash,5,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,26-35,15-30k,80-120
India,Rural,29,Male,Bachelor,26984.0,3,129.77,1-2yr,4,4,3,1,2,8353.86380657229,4,BNPL,5,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,26-35,15-30k,120+
India,Metro,23,Male,Postgrad,21757.0,3,112.27,>2yr,3,3,4,0,0,2659.0,3,CreditEMI,8,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18-25,15-30k,80-120
India,Tier2,27,Female,Diploma,7524.0,3,49.99,6-12mo,4,1,3,0,0,1438.0,4,CreditEMI,6,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,26-35,<15k,40-80
Singapore,Metro,45,Female,Postgrad,70668.0,2,345.93,>2yr,5,3,5,1,2,7281.0,5,StoreFinance,3,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,36-45,50-80k,120+
UAE,Metro,30,Male,Bachelor,76224.0,6,383.11,6-12mo,3,4,2,1,1,7409.0,3,CreditEMI,3,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,26-35,50-80k,120+
Singapore,Metro,38,Female,Bachelor,49391.0,2,230.03,1-2yr,3,3,2,1,0,5044.0,2,StoreFinance,3,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,36-45,30-50k,120+
India,Tier2,29,Male,Bachelor,5028.0,3,31.31,>2yr,2,2,4,1,1,918.0,1,Cash,6,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,26-35,<15k,<40
India,Metro,26,Male,Secondary,12630.0,4,103.45,6-12mo,4,3,4,0,0,1678.0,5,Cash,5,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,26-35,<15k,80-120
UAE,Tier2,26,Male,Postgrad,17874.0,4,82.43,6-12mo,3,3,5,1,0,2134.0,3,StoreFinance,8,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,26-35,15-30k,80-120
India,Metro,43,Female,Bachelor,9791.0,2,53.82,6-12mo,2,4,4,1,0,1478.0,2,Cash,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,36-45,<15k,40-80
UAE,Metro,44,Male,Secondary,15783.0,2,77.38,6-12mo,2,3,4,1,0,2016.0,3,Cash,6,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,36-45,15-30k,40-80
UAE,Metro,25,Male,Postgrad,24884.0,6,146.23,6-12mo,3,3,4,0,0,2752.0,3,StoreFinance,3,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,18-25,15-30k,120+
India,Metro,36,Male,Secondary,4012.0,6,41.23,>2yr,3,2,3,0,0,1042.0,2,CreditEMI,3,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,36-45,<15k,40-80
India,Metro,18,Female,Postgrad,2973.0,4,40.04,6-12mo,5,2,4,1,1,761.0,5,CreditEMI,6,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,18-25,<15k,40-80
India,Rural,46,Female,Bachelor,23270.0,2,95.8,1-2yr,5,2,3,0,0,2860.0,4,StoreFinance,8,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,46-55,15-30k,80-120
UAE,Metro,43,Male,Bachelor,13207.0,5,78.02,<6mo,3,1,3,1,0,1684.0,3,CreditEMI,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,36-45,<15k,40-80
Singapore,Metro,31,Female,Postgrad,59956.0,6,310.76,1-2yr,4,2,2,0,1,6149.0,5,CreditEMI,4,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,26-35,50-80k,120+
India,Metro,54,Female,Diploma,15408.0,4,95.38,6-12mo,4,3,2,1,2,2072.0,3,StoreFinance,6,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,46-55,15-30k,80-120
India,Tier2,22,Male,Bachelor,27670.0,2,138.04,1-2yr,3,3,3,1,2,2874.0,4,StoreFinance,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,18-25,15-30k,120+
Singapore,Metro,28,Female,Postgrad,37874.0,6,197.55,1-2yr,4,5,3,0,2,4155.0,3,BNPL,7,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,26-35,30-50k,120+
Singapore,Tier2,40,Female,Bachelor,91445.0,5,451.81,1-2yr,3,2,2,1,0,8539.0,4,BNPL,7,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,36-45,80k+,120+
Singapore,Metro,18,Female,Bachelor,69186.0,4,314.37,6-12mo,4,3,4,1,1,6973.0,4,Cash,6,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,18-25,50-80k,120+
Singapore,Metro,32,Male,Diploma,45387.0,5,233.99,1-2yr,3,3,2,1,0,4795.0,1,Cash,3,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,26-35,30-50k,120+
India,Metro,24,Male,Diploma,11489.0,4,78.43,>2yr,3,2,3,0,2,1271.0,1,Cash,4,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,18-25,<15k,40-80
India,Metro,40,Female,Diploma,22430.0,4,132.23,1-2yr,5,4,5,1,0,2654.0,5,BNPL,5,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,36-45,15-30k,120+
UAE,Metro,31,Female,Bachelor,50294.0,6,269.48,6-12mo,4,4,2,1,2,5183.0,3,Cash,3,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,26-35,50-80k,120+
India,Tier2,30,Female,Bachelor,3648.0,4,61.2,>2yr,4,2,5,1,0,894.0,5,StoreFinance,5,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26-35,<15k,40-80
India,Metro,24,Female,Bachelor,15522.0,6,80.24,6-12mo,3,2,4,0,1,1940.0,3,Cash,8,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,18-25,15-30k,80-120
UAE,Metro,18,Female,Diploma,39650.0,5,209.96,1-2yr,4,3,4,1,0,4364.0,5,BNPL,9,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,18-25,30-50k,120+
India,Tier2,40,Female,Bachelor,6249.0,2,54.84,6-12mo,3,2,4,1,0,3320.3590634214706,4,Cash,3,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,36-45,<15k,40-80
India,Tier2,54,Male,Diploma,22292.0,4,136.49,6-12mo,1,3,2,1,0,2386.0,1,StoreFinance,2,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,46-55,15-30k,120+
Singapore,Metro,18,Female,Bachelor,51937.0,3,244.41,1-2yr,3,3,3,1,1,5083.0,2,Cash,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18-25,50-80k,120+
Singapore,Metro,37,Female,Bachelor,126170.0,5,593.77,6-12mo,4,2,2,1,2,39760.70739487165,2,CreditEMI,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,36-45,80k+,120+
UAE,Metro,39,Male,Postgrad,17642.0,3,99.07,1-2yr,3,2,2,1,1,2257.0,4,StoreFinance,6,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,36-45,15-30k,80-120
India,Tier2,33,Female,Secondary,11291.0,3,64.24,1-2yr,4,3,3,1,0,1723.0,4,Cash,6,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26-35,<15k,40-80
India,Tier2,39,Female,Secondary,8995.0,1,44.66,1-2yr,4,2,2,1,1,1318.0,1,Cash,4,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,36-45,<15k,40-80
India,Metro,33,Male,Postgrad,17108.0,5,79.97,1-2yr,3,2,4,0,0,2167.0,1,CreditEMI,5,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26-35,15-30k,40-80
UAE,Metro,39,Male,Diploma,68764.0,2,313.98,1-2yr,3,3,4,1,1,6602.0,3,Cash,7,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,36-45,50-80k,120+
UAE,Tier2,33,Female,Secondary,17915.0,7,116.92,1-2yr,3,4,2,1,0,2107.0,2,BNPL,3,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,26-35,15-30k,80-120
India,Rural,44,Female,Bachelor,6002.0,1,27.39,<6mo,2,2,3,0,0,1222.0,3,Cash,5,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36-45,<15k,<40
Singapore,Metro,33,Female,Bachelor,40197.0,4,199.5,6-12mo,2,1,4,1,0,4282.0,1,CreditEMI,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,26-35,30-50k,120+
UAE,Tier2,50,Male,Bachelor,43067.0,2,209.33,6-12mo,3,2,4,0,0,4451.0,2,BNPL,3,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,46-55,30-50k,120+
Singapore,Metro,40,Female,Postgrad,41519.0,7,230.49,<6mo,3,4,5,1,1,4243.0,3,BNPL,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,36-45,30-50k,120+
UAE,Metro,20,Male,Postgrad,47183.0,3,220.94,<6mo,4,5,4,1,0,4866.0,3,Cash,2,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,18-25,30-50k,120+
UAE,Metro,35,Male,Postgrad,92664.76711463525,3,444.27,>2yr,3,3,4,1,0,8962.0,3,StoreFinance,4,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,26-35,80k+,120+
India,Metro,29,Male,Secondary,3909.0,2,28.85,>2yr,5,3,5,0,0,1005.0,5,CreditEMI,5,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,26-35,<15k,<40
UAE,Metro,26,Male,Bachelor,17961.0,4,90.14,>2yr,3,4,2,0,2,2138.0,3,StoreFinance,5,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,26-35,15-30k,80-120
India,Rural,18,Male,Bachelor,15965.0,5,113.8,<6mo,4,1,4,1,0,2083.0,3,CreditEMI,6,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,18-25,15-30k,80-120
India,Tier2,39,Male,Diploma,7622.0,4,40.76,1-2yr,2,3,1,1,0,1307.0,3,Cash,6,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,36-45,<15k,40-80
India,Metro,32,Female,Secondary,8049.0,2,36.8,6-12mo,3,2,3,1,0,1199.0,2,Cash,3,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,26-35,<15k,<40
UAE,Metro,45,Male,Secondary,37443.0,4,196.06,1-2yr,4,2,3,1,1,3932.0,2,StoreFinance,4,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,36-45,30-50k,120+
India,Tier2,29,Female,Bachelor,16079.0,4,115.51,6-12mo,4,4,3,0,2,1884.0,4,CreditEMI,5,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,26-35,15-30k,80-120
