country,city_tier,age,gender,education,household_income_usd,household_size,monthly_energy_bill_usd,appliance_replacement_horizon,env_concern_score,energy_saving_priority,brand_trust,price_sensitivity_score,govt_incentive_awareness,willing_to_purchase_12m,max_willingness_to_pay_usd,adoption_advocate,preferred_financing,service_expectation_days,own_LED,own_SolarHeater,own_InverterAC,own_None,barrier_Price,barrier_Models,barrier_Trust,barrier_Install,barrier_None,pref_Inverter,pref_SmartIoT,pref_Compact,pref_Recyclable,pref_FastService,src_OnlineRev,src_InStore,src_Social,src_FriendsFam,src_GovtPortal
Singapore,Metro,36,Male,Postgrad,161510.0,4,832.95,>2yr,3,Govt rebate,2,4,1,1,13432.0,3,CreditEMI,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
UAE,Metro,40,Male,Secondary,107279.19031199628,2,549.28,<6mo,5,Lower bills,4,2,0,2,9171.0,5,Cash,7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
India,Rural,40,Male,Secondary,14160.0,1,78.33,>2yr,3,Lower bills,2,4,1,0,1890.0,4,CreditEMI,5,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
UAE,Metro,47,Female,Diploma,30188.0,4,167.34,>2yr,2,Lower bills,5,3,0,1,3094.0,1,Cash,8,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
UAE,Metro,44,Female,Bachelor,54476.0,1,272.08,1-2yr,3,Environment,3,3,1,0,4986.0,4,CreditEMI,8,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
UAE,Metro,34,Female,Diploma,32875.0,3,180.32,>2yr,2,Brand image,5,5,0,0,3151.0,2,BNPL,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
India,Metro,27,Male,Bachelor,27943.0,3,161.21,>2yr,2,New tech,4,4,0,1,2897.0,2,BNPL,5,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
India,Tier2,18,Female,Diploma,39374.0,6,234.85,1-2yr,3,Environment,3,3,1,2,3753.0,3,CreditEMI,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
India,Rural,43,Male,Secondary,5400.0,2,37.29,>2yr,2,New tech,2,3,1,0,1034.0,1,StoreFinance,6,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
Singapore,Metro,18,Male,Bachelor,54996.0,3,290.15,1-2yr,3,Lower bills,4,2,0,0,5034.0,1,StoreFinance,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
India,Metro,31,Other,Bachelor,21183.0,1,98.38,>2yr,3,Environment,5,2,1,1,2333.0,2,CreditEMI,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
India,Metro,42,Male,Bachelor,8660.0,7,92.93,<6mo,3,Brand image,2,3,1,1,1058.0,4,CreditEMI,7,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
India,Metro,31,Female,Secondary,20180.0,5,121.0,>2yr,3,Environment,3,4,0,0,2138.0,4,Cash,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
India,Tier2,28,Male,Diploma,34930.0,5,198.16,>2yr,2,Lower bills,4,3,0,0,3203.0,3,Cash,8,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
India,Rural,35,Female,Secondary,28918.0,4,162.52,<6mo,2,Govt rebate,3,5,0,0,2869.0,3,Cash,7,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
India,Tier2,38,Male,Bachelor,18715.0,6,145.64,6-12mo,4,Lower bills,3,2,1,2,2039.0,3,Cash,7,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
India,Tier2,33,Female,Secondary,22546.0,3,111.75,1-2yr,3,Brand image,3,1,1,1,2391.0,4,CreditEMI,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
India,Rural,30,Female,Bachelor,9336.0,4,78.81,1-2yr,4,New tech,3,3,0,0,1419.0,5,StoreFinance,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
UAE,Metro,53,Male,Secondary,26888.0,5,172.34,1-2yr,1,Lower bills,1,2,1,1,2466.0,3,StoreFinance,7,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
India,Tier2,42,Female,Diploma,24696.0,2,128.38,1-2yr,4,New tech,1,3,0,1,2632.0,4,StoreFinance,7,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
India,Metro,20,Female,Bachelor,17435.0,2,92.36,<6mo,5,Lower bills,1,4,0,1,2127.0,5,CreditEMI,3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
India,Metro,30,Male,Diploma,25738.0,3,131.1,<6mo,4,Lower bills,4,3,1,2,2507.0,5,Cash,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
India,Tier2,18,Male,Postgrad,11061.0,6,65.85,6-12mo,3,Environment,3,3,1,1,1546.0,2,CreditEMI,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
India,Metro,40,Male,Bachelor,35702.0,6,213.27,1-2yr,4,Govt rebate,2,1,1,2,3596.0,4,StoreFinance,5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
UAE,Metro,28,Female,Postgrad,29607.0,3,151.73,<6mo,3,Govt rebate,4,4,1,1,3008.0,4,CreditEMI,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
Singapore,Metro,31,Female,Bachelor,35108.0,5,185.77,>2yr,4,Lower bills,3,2,1,0,3434.0,5,BNPL,7,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
India,Tier2,32,Male,Diploma,64617.0,4,342.93,6-12mo,1,Environment,3,3,0,0,5516.0,1,StoreFinance,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0
UAE,Metro,34,Male,Postgrad,21671.0,5,137.44,<6mo,4,Lower bills,4,3,0,2,2296.0,3,StoreFinance,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
India,Metro,50,Male,Diploma,7447.0,5,56.73,1-2yr,3,Brand image,3,2,0,0,3059.7120928980203,3,CreditEMI,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
India,Metro,46,Male,Bachelor,5472.0,3,41.55,1-2yr,1,Brand image,3,2,0,0,978.0,2,CreditEMI,6,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0
India,Tier2,31,Male,Secondary,9132.0,3,62.78,6-12mo,4,Environment,2,4,0,1,1292.0,5,CreditEMI,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
India,Tier2,18,Male,Diploma,19000.0,1,94.83,>2yr,4,Brand image,3,4,1,0,2057.0,3,CreditEMI,8,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
UAE,Metro,54,Male,Diploma,36874.0,5,190.16,>2yr,2,Lower bills,4,4,1,0,3653.0,2,BNPL,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
India,Metro,35,Male,Bachelor,15067.0,3,97.34,<6mo,2,New tech,3,3,1,0,1704.0,2,Cash,7,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0
India,Metro,40,Female,Diploma,7386.0,4,66.85,1-2yr,2,Lower bills,2,3,0,0,1076.0,2,Cash,4,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
India,Metro,35,Male,Bachelor,16940.0,2,104.92,1-2yr,3,New tech,2,2,0,0,1903.0,2,Cash,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
UAE,Metro,37,Other,Diploma,27017.0,5,161.37,<6mo,5,Brand image,3,4,1,2,2872.0,5,CreditEMI,5,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
India,Tier2,51,Male,Bachelor,7426.0,8,53.45,1-2yr,3,Govt rebate,2,3,1,1,1280.0,4,CreditEMI,5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0
India,Rural,48,Male,Postgrad,12067.0,2,80.93,1-2yr,3,Environment,3,3,0,1,1518.0,5,StoreFinance,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
India,Metro,27,Female,Diploma,9169.0,6,80.06,<6mo,3,New tech,5,4,1,0,1426.0,3,CreditEMI,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
India,Rural,42,Male,Bachelor,36852.0,3,196.2,1-2yr,4,New tech,5,4,0,1,3490.0,4,StoreFinance,3,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
India,Metro,37,Male,Secondary,13003.0,6,87.71,6-12mo,4,New tech,4,4,1,2,1625.0,4,CreditEMI,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
UAE,Metro,41,Female,Diploma,18971.0,4,119.29,>2yr,2,Lower bills,4,4,0,0,1815.0,2,CreditEMI,5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
India,Tier2,26,Male,Diploma,27443.0,5,150.37,>2yr,4,Environment,4,5,0,0,2860.0,3,CreditEMI,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
UAE,Metro,18,Male,Diploma,43435.0,3,223.01,6-12mo,2,Lower bills,2,4,0,0,3927.0,3,StoreFinance,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
India,Metro,42,Female,Secondary,13899.0,2,71.75,>2yr,1,Lower bills,4,3,1,0,1601.0,2,CreditEMI,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Singapore,Metro,30,Female,Diploma,25714.0,5,138.03,6-12mo,5,Environment,4,2,1,1,2733.0,5,StoreFinance,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
UAE,Metro,30,Male,Bachelor,57508.0,3,311.51,6-12mo,3,New tech,4,2,1,2,5067.0,3,CreditEMI,9,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0
India,Tier2,38,Female,Diploma,4660.0,8,50.89,1-2yr,2,Environment,2,4,1,0,715.0,1,Cash,5,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
Singapore,Metro,27,Female,Bachelor,23367.0,3,139.5,1-2yr,3,Environment,2,3,1,0,2506.0,5,Cash,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1
India,Metro,23,Female,Bachelor,24089.0,2,134.42,>2yr,3,Lower bills,3,4,0,1,2369.0,2,Cash,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
India,Metro,36,Female,Secondary,15155.0,6,103.99,>2yr,5,Govt rebate,3,2,0,2,1972.0,5,CreditEMI,8,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
India,Metro,35,Female,Secondary,26869.0,2,156.96,>2yr,3,Environment,2,4,0,0,2822.0,1,BNPL,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1
UAE,Metro,41,Male,Postgrad,31252.0,3,175.4,1-2yr,3,Lower bills,1,3,0,0,2874.0,3,CreditEMI,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
UAE,Metro,29,Male,Postgrad,44600.0,4,239.38,1-2yr,3,Lower bills,3,4,0,1,4143.0,4,CreditEMI,8,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0
UAE,Metro,36,Female,Secondary,82204.0,7,455.7,>2yr,3,Lower bills,3,2,1,2,7153.0,2,BNPL,3,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
UAE,Metro,28,Female,Secondary,42243.0,1,212.03,1-2yr,4,New tech,3,3,1,1,4001.0,5,StoreFinance,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
UAE,Metro,39,Female,Bachelor,17979.0,7,119.89,6-12mo,4,Environment,3,3,1,1,2038.0,4,CreditEMI,6,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0
UAE,Metro,39,Male,Diploma,67333.0,5,365.11,1-2yr,3,Govt rebate,4,3,1,1,5955.0,4,StoreFinance,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1
UAE,Metro,47,Female,Bachelor,94329.0,1,503.56,6-12mo,4,Environment,4,3,1,2,8045.0,4,CreditEMI,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
India,Rural,39,Female,Bachelor,14412.0,3,92.97,1-2yr,3,Environment,2,5,0,1,1839.0,1,BNPL,8,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
Singapore,Metro,33,Female,Bachelor,47226.0,4,254.7,<6mo,3,New tech,3,4,1,2,4315.0,2,Cash,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
India,Metro,47,Male,Diploma,5876.0,6,72.71,1-2yr,2,New tech,4,3,1,0,1076.0,4,CreditEMI,5,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0
Singapore,Metro,30,Female,Postgrad,73369.0,2,391.27,<6mo,4,Lower bills,3,2,1,2,6545.0,5,Cash,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
India,Metro,34,Female,Secondary,6392.0,5,74.23,>2yr,4,Brand image,3,4,0,2,1147.0,3,CreditEMI,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
India,Metro,28,Male,Diploma,4618.0,7,40.56,6-12mo,5,New tech,2,3,0,1,1060.0,4,CreditEMI,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
India,Tier2,37,Male,Diploma,16172.0,4,110.94,1-2yr,5,Environment,4,2,0,2,1827.0,4,CreditEMI,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
India,Rural,19,Female,Bachelor,19396.0,4,101.92,1-2yr,5,Govt rebate,3,1,1,0,2335.0,5,StoreFinance,7,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1
Singapore,Metro,26,Female,Postgrad,26308.0,5,175.44,6-12mo,1,Lower bills,4,2,1,0,2536.0,1,StoreFinance,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
India,Tier2,31,Female,Diploma,13937.0,3,73.86,>2yr,3,New tech,1,4,0,0,1762.0,4,CreditEMI,9,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0
India,Metro,42,Female,Bachelor,5981.0,3,48.33,1-2yr,1,Environment,3,1,0,0,895.0,1,CreditEMI,7,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
India,Metro,40,Female,Secondary,25783.0,5,155.92,1-2yr,2,Lower bills,2,1,0,1,2616.0,2,CreditEMI,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1
India,Metro,27,Male,Postgrad,7874.0,3,58.53,6-12mo,3,Environment,5,3,1,1,1361.0,2,StoreFinance,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
India,Tier2,32,Female,Bachelor,33233.0,3,169.95,<6mo,3,Lower bills,3,2,0,0,3320.0,3,CreditEMI,5,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0
India,Rural,31,Female,Secondary,4896.0,4,51.91,<6mo,1,Lower bills,3,3,1,1,775.0,1,CreditEMI,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
India,Tier2,40,Male,Secondary,11582.0,4,72.46,1-2yr,3,Environment,2,4,1,1,1632.0,4,StoreFinance,6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
India,Metro,34,Female,Bachelor,13138.0,4,72.46,1-2yr,2,Govt rebate,4,4,1,0,1459.0,5,Cash,5,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
India,Metro,29,Male,Bachelor,11331.0,2,63.02,6-12mo,4,Lower bills,2,3,1,1,1514.0,4,CreditEMI,7,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1
Singapore,Metro,31,Male,Postgrad,68059.0,2,342.68,1-2yr,4,New tech,3,3,1,1,6050.0,5,Cash,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
India,Metro,65,Male,Diploma,24951.062176963478,4,131.68,<6mo,2,Lower bills,3,2,1,2,2607.0,4,StoreFinance,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
India,Tier2,28,Male,Bachelor,14515.0,2,81.84,1-2yr,2,Lower bills,3,2,0,0,1814.0,1,CreditEMI,6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
India,Tier2,39,Female,Diploma,14357.0,4,93.03,1-2yr,3,Lower bills,3,3,0,0,1630.0,3,BNPL,6,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1
Singapore,Tier2,30,Male,Bachelor,46320.0,4,242.63,>2yr,5,Lower bills,2,3,1,0,4392.0,5,Cash,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
UAE,Metro,45,Male,Postgrad,35244.0,6,215.27,>2yr,3,Lower bills,3,2,1,1,3561.0,3,Cash,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
India,Tier2,39,Male,Diploma,10140.0,7,76.35,>2yr,2,Environment,3,3,1,0,1258.0,1,CreditEMI,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
UAE,Metro,32,Female,Diploma,40164.0,6,222.99,1-2yr,2,Lower bills,2,2,0,0,3800.0,2,Cash,6,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
UAE,Metro,46,Male,Diploma,45209.0,4,251.88,1-2yr,4,Environment,3,4,0,0,4262.0,3,Cash,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
UAE,Metro,28,Male,Secondary,29438.0,2,155.81,1-2yr,4,Lower bills,3,2,0,2,3020.0,3,Cash,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
Singapore,Metro,32,Female,Bachelor,57630.0,3,307.48,<6mo,4,Environment,3,2,1,0,5147.0,3,CreditEMI,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
UAE,Metro,54,Female,Postgrad,12251.0,3,56.73,<6mo,2,New tech,2,4,0,0,1530.0,2,CreditEMI,5,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
UAE,Metro,25,Male,Bachelor,148866.0,5,773.95,1-2yr,3,Govt rebate,3,2,0,1,12597.0,3,CreditEMI,7,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1
India,Metro,41,Male,Bachelor,14432.0,6,111.41,>2yr,1,Environment,2,4,1,0,1717.0,1,CreditEMI,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
India,Metro,24,Male,Diploma,8744.0,4,63.16,1-2yr,3,Brand image,4,3,0,1,4502.708201730282,3,CreditEMI,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
UAE,Metro,43,Female,Secondary,58050.0,2,304.53,>2yr,4,Govt rebate,3,5,1,2,5407.0,3,CreditEMI,7,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
India,Tier2,38,Male,Bachelor,8166.0,2,69.31,>2yr,2,New tech,3,3,0,1,1150.0,1,CreditEMI,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
India,Metro,29,Female,Secondary,20264.0,6,119.26,6-12mo,4,New tech,4,4,0,1,2306.0,5,Cash,5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
India,Rural,29,Male,Bachelor,26590.0,3,140.53,1-2yr,3,Environment,3,4,1,0,2553.0,5,Cash,5,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
India,Metro,23,Male,Postgrad,22109.0,3,123.5,>2yr,4,Brand image,3,4,1,0,2460.0,4,CreditEMI,4,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
India,Tier2,27,Female,Diploma,8898.0,3,59.91,<6mo,4,Lower bills,1,2,0,0,1336.0,3,Cash,3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
Singapore,Metro,45,Female,Postgrad,74185.0,2,390.95,>2yr,4,Govt rebate,3,4,1,2,6543.0,3,CreditEMI,4,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
UAE,Metro,30,Male,Bachelor,78536.0,6,425.8,>2yr,3,Environment,3,2,1,0,6855.0,3,BNPL,2,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
Singapore,Metro,38,Female,Bachelor,53566.0,2,272.54,1-2yr,2,Lower bills,2,3,1,1,5000.0,2,Cash,4,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
India,Tier2,29,Male,Bachelor,6299.0,3,40.88,6-12mo,4,Govt rebate,5,4,1,2,1056.0,5,BNPL,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
India,Metro,26,Male,Secondary,13871.0,4,110.66,>2yr,1,Lower bills,3,2,1,1,1512.0,1,StoreFinance,2,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
UAE,Tier2,26,Male,Postgrad,20782.0,4,107.67,6-12mo,5,Brand image,2,3,0,0,2143.0,4,StoreFinance,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
India,Metro,43,Female,Bachelor,11151.0,2,64.87,<6mo,4,Environment,1,3,0,0,1458.0,3,Cash,5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
UAE,Metro,44,Male,Secondary,18542.0,2,98.58,6-12mo,3,Environment,3,1,1,1,2019.0,2,CreditEMI,6,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
UAE,Metro,25,Male,Postgrad,28146.0,6,172.54,<6mo,5,Lower bills,4,2,1,1,2922.0,3,Cash,7,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0
India,Metro,36,Male,Secondary,5190.0,6,49.98,>2yr,2,Lower bills,4,1,0,0,896.0,4,CreditEMI,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
India,Metro,18,Female,Postgrad,4014.0,4,45.42,>2yr,3,Lower bills,2,3,0,0,956.0,3,Cash,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
India,Rural,46,Female,Bachelor,23420.0,2,109.72,>2yr,5,New tech,3,3,1,0,2502.0,5,StoreFinance,3,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0
UAE,Metro,43,Male,Bachelor,15748.0,5,97.48,>2yr,3,Environment,5,4,0,0,1655.0,2,StoreFinance,8,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0
Singapore,Metro,31,Female,Postgrad,63887.0,6,354.41,>2yr,5,Govt rebate,2,3,1,0,5704.0,4,Cash,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1
India,Metro,54,Female,Diploma,16448.0,4,106.21,>2yr,2,Environment,2,1,1,0,1779.0,1,Cash,7,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
India,Tier2,22,Male,Bachelor,27168.0,2,146.85,1-2yr,3,Govt rebate,2,5,0,1,2769.0,5,Cash,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
Singapore,Metro,28,Female,Postgrad,42078.0,6,235.35,1-2yr,2,Lower bills,2,1,1,0,4048.0,4,CreditEMI,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
Singapore,Tier2,40,Female,Bachelor,93773.0,5,500.27,1-2yr,3,Environment,3,4,1,1,8073.0,4,CreditEMI,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
Singapore,Metro,18,Female,Bachelor,72770.0,4,364.91,>2yr,1,Environment,4,1,0,0,6272.0,1,BNPL,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Singapore,Metro,32,Male,Diploma,49603.0,5,273.82,>2yr,2,Environment,2,2,1,1,4545.0,2,StoreFinance,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
India,Metro,24,Male,Diploma,12790.0,4,88.76,>2yr,3,Environment,4,4,0,2,1268.0,2,Cash,8,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1
India,Metro,40,Female,Diploma,22694.0,4,141.33,1-2yr,4,Govt rebate,2,2,0,1,2472.0,2,CreditEMI,2,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
UAE,Metro,31,Female,Bachelor,53647.0,6,305.71,>2yr,4,Lower bills,2,3,0,1,4979.0,5,CreditEMI,7,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
India,Tier2,30,Female,Bachelor,4785.0,4,64.32,1-2yr,5,Environment,4,4,0,2,1369.0,3,StoreFinance,5,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
India,Metro,24,Female,Bachelor,16553.0,6,95.35,6-12mo,3,Govt rebate,2,3,0,1,1866.0,2,BNPL,9,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
UAE,Metro,18,Female,Diploma,43140.0,5,243.4,1-2yr,2,Environment,3,3,1,0,4021.0,2,CreditEMI,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
India,Tier2,40,Female,Bachelor,7589.0,2,61.44,6-12mo,3,Environment,3,2,0,0,1208.0,3,CreditEMI,6,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1
India,Tier2,54,Male,Diploma,22574.0,4,144.8,6-12mo,2,Govt rebate,2,3,1,0,2464.0,2,BNPL,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Singapore,Metro,18,Female,Bachelor,56070.0,3,288.15,1-2yr,3,Lower bills,3,1,1,1,5118.0,2,Cash,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Singapore,Metro,37,Female,Bachelor,125650.0,5,645.32,1-2yr,4,Lower bills,4,4,0,2,10744.0,1,CreditEMI,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
UAE,Metro,39,Male,Postgrad,20535.0,3,120.35,1-2yr,3,New tech,2,4,1,1,2309.0,3,CreditEMI,5,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0
India,Tier2,33,Female,Secondary,12601.0,3,75.92,1-2yr,3,Environment,1,2,0,0,3864.669094014793,3,CreditEMI,3,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
India,Tier2,39,Female,Secondary,10370.0,1,55.55,1-2yr,4,Lower bills,3,2,1,2,1499.0,4,CreditEMI,6,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
India,Metro,33,Male,Postgrad,17992.0,5,95.43,1-2yr,3,Brand image,2,2,0,1,2089.0,4,StoreFinance,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
